customer_id,first_name,last_name,gender,dob,state,city,zip,customer_since_date,segment
29,Donna,Lopez,M,2010-01-31,TX,Charlotte,65978,2022-07-03,Preferred
30,Donna,Lopez,F,1975-09-25,TX,Charlotte,87578,2016-01-06,Preferred
31,Donna,Lopez,M,1978-03-15,TX,Charlotte,14258,2011-12-28,New
32,Donna,Lopez,F,1970-08-12,TX,Charlotte,32051,2018-04-28,High Value
33,Donna,Lopez,M,1981-11-30,TX,Charlotte,42663,2020-10-24,High Value
34,Donna,Lopez,F,1959-03-30,TX,Charlotte,10322,2020-05-02,High Value
35,Donna,Lopez,M,2010-11-28,TX,Charlotte,98369,2019-05-19,New
36,Donna,Lopez,F,1978-02-05,TX,Charlotte,50858,2016-01-21,Standard
37,Donna,Lopez,M,2010-04-13,nc,Charlotte,59003,2013-03-09,Preferred
38,Donna,Lopez,M,1958-06-11,TX,Charlotte,65179,2021-10-10,Preferred
39,Donna,Lopez,F,1967-08-03,TX,Charlotte,48416,2024-01-22,New
40,Donna,Lopez,M,2008-03-10,TX,Charlotte,87997,2024-02-08,High Value
41,Donna,Lopez,F,1947-10-25,TX,Charlotte,53344,2012-09-28,High Value
42,Donna,Lopez,M,1971-08-26,TX,Charlotte,79016,2011-12-23,High Value
43,Donna,Lopez,F,2019-07-28,TX,Charlotte,16938,2021-05-04,Standard
44,Donna,Lopez,F,1991-02-17,TX,Charlotte,17499,2017-02-25,New
45,Donna,Lopez,F,1964-08-15,TX,Charlotte,58018,2012-10-14,New
46,Donna,Lopez,M,1985-10-17,TX,Charlotte,90767,2010-02-25,
47,Donna,Lopez,M,1993-07-20,TX,Charlotte,80963,2020-03-30,New
48,Donna,Lopez,M,2009-07-31,TX,Charlotte,13406,2018-04-03,Standard
49,Donna,Lopez,F,1955-06-08,TX,Charlotte,16822,2014-04-20,Standard
50,Donna,Lopez,F,1981-08-17,TX,Charlotte,21034,2023-10-01,Standard
51,Donna,Lopez,M,1997-09-17,TX,Charlotte,83623,2018-05-25,High Value
52,Donna,Lopez,F,1956-06-07,TX,Charlotte,60502,2025-01-30,New
53,Donna,Lopez,M,1964-02-11,  PA  ,Charlotte,15523,2021-09-28,High Value
54,Donna,Lopez,F,1995-10-29,TX,Charlotte,94347,2014-09-29,Preferred
55,Donna,Lopez,M,2008-04-04,TX,Charlotte,55583,2019-02-12,New
56,Donna,Lopez,M,1957-10-30,TX,Charlotte,17496,2020-10-07,Preferred
57,Donna,Lopez,M,2005-11-14,TX,Charlotte,35718,2014-05-26,New
58,Donna,Lopez,F,1951-01-30,TX,Charlotte,68552,2024-03-28,New
59,Donna,Lopez,M,1971-12-03,TX,Charlotte,72072,2011-07-03,Preferred
60,Donna,Lopez,F,1972-12-11,TX,Charlotte,40309,2018-01-11,Standard
61,Donna,Lopez,M,1991-02-08,TX,Charlotte,0000,2018-08-29,Standard
62,Donna,Lopez,M,2019-03-22,TX,Charlotte,15617,2018-09-11,Standard
63,Donna,Lopez,M,1992-04-24,TX,Charlotte,87915,2018-09-22,Standard
64,Donna,Lopez,M,2019-05-15,TX,Charlotte,63537,2019-11-29,Preferred
65,Donna,Lopez,M,1977-02-10,TX,Charlotte,49254,2013-11-23,High Value
66,Donna,Lopez,M,1976-12-25,TX,Charlotte,30612,2014-05-06,Preferred
67,Donna,Lopez,F,2018-01-28,TX,Charlotte,14890,2024-01-18,High Value
68,Donna,Lopez,M,1987-04-03,TX,Charlotte,12607,2011-05-24,Standard
69,Donna,Lopez,F,1984-12-26,TX,Charlotte,25652,2015-11-13,
70,Donna,Lopez,F,1947-11-06,TX,Charlotte,50325,2019-02-24,High Value
71,Donna,Lopez,M,1994-01-19,TX,Charlotte,59480,2023-09-11,Standard
72,Donna,Lopez,M,2015-10-04,TX,Charlotte,54108,2024-03-08,Standard
73,Donna,Lopez,M,1987-06-29,TX,Charlotte,43316,2010-08-03,New
74,Donna,Lopez,F,2015-01-13,nc,Charlotte,53906,2015-09-14,High Value
75,Donna,Lopez,M,1947-12-12,TX,Charlotte,63873,2011-03-20,New
76,Donna,Lopez,M,2008-02-02,TX,Charlotte,27676,2024-06-10,Standard
77,Donna,Lopez,F,1984-09-17,TX,Charlotte,98033,2020-12-07,Standard
78,Donna,Lopez,M,1984-11-15,TX,Charlotte,22552,2018-12-02,New
79,Donna,Lopez,F,2017-08-01,TX,Charlotte,87507,2013-10-10,New
80,Donna,Lopez,F,1968-02-21,TX,Charlotte,21302,2016-10-12,New
81,Donna,Lopez,F,1984-09-10,TX,Charlotte,42500,2019-09-02,High Value
82,Donna,Lopez,M,2008-04-08,TX,Charlotte,30915,2022-06-17,Preferred
83,Donna,Lopez,F,1976-06-10,TX,Charlotte,66658,2017-02-16,Standard
84,Donna,Lopez,F,2004-04-18,TX,Charlotte,10333,2021-04-17,Standard
85,Donna,Lopez,F,1965-03-17,TX,Charlotte,66184,2011-04-13,High Value
86,Donna,Lopez,M,1983-11-14,TX,Charlotte,91615,2017-12-02,Preferred
87,Donna,Lopez,M,1992-12-26,TX,Charlotte,41654,2014-04-06,High Value
88,Donna,Lopez,F,2020-06-21,TX,Charlotte,20583,2016-11-11,High Value
89,Donna,Lopez,F,2000-05-13,TX,Charlotte,63023,2023-09-14,Preferred
90,Donna,Lopez,M,2010-08-18,TX,Charlotte,12095,2010-10-19,High Value
91,Donna,Lopez,F,1995-02-16,TX,Charlotte,12308,2015-10-25,Preferred
92,Donna,Lopez,M,2005-09-22,TX,Charlotte,36239,2021-12-12,
93,Donna,Lopez,M,2005-07-10,TX,Charlotte,60526,2016-01-09,Preferred
94,Donna,Lopez,M,1970-09-02,TX,Charlotte,42201,2018-05-09,Preferred
95,Donna,Lopez,F,1959-10-11,TX,Charlotte,55671,2021-10-28,New
96,Donna,Lopez,M,1967-02-24,TX,Charlotte,46505,2017-07-14,New
97,Donna,Lopez,M,1955-01-12,TX,Charlotte,41227,2013-06-30,High Value
98,Donna,Lopez,M,1945-12-26,TX,Charlotte,26404,2016-08-08,High Value
99,Donna,Lopez,F,1965-09-06,TX,Charlotte,48537,2014-07-27,New
100,Donna,Lopez,F,2001-06-19,TX,Charlotte,29768,2018-06-01,High Value
101,Donna,Lopez,F,1957-12-27,TX,Charlotte,19961,2014-08-03,Standard
102,Donna,Lopez,F,2008-08-23,TX,Charlotte,66238,2017-09-03,New
103,Donna,Lopez,M,2017-03-25,TX,Charlotte,33885,2015-06-17,Standard
104,Donna,Lopez,M,2014-08-14,TX,Charlotte,27451,2016-01-30,New
105,Donna,Lopez,M,1961-04-08,TX,Charlotte,48923,2021-12-07,Preferred
106,Donna,Lopez,F,1975-02-01,  PA  ,Charlotte,86222,2012-06-01,Preferred
107,Donna,Lopez,F,1951-02-04,TX,Charlotte,45156,2024-03-07,Standard
108,Donna,Lopez,F,1982-11-29,TX,Charlotte,70584,2014-07-09,Preferred
109,Donna,Lopez,M,1967-07-28,TX,Charlotte,36252,2021-04-16,New
110,Donna,Lopez,M,1958-12-14,TX,Charlotte,56412,2023-10-15,Standard
111,Donna,Lopez,M,1964-03-17,nc,Charlotte,65720,2019-12-12,High Value
112,Donna,Lopez,F,2019-05-18,TX,Charlotte,37892,2021-11-25,High Value
113,Donna,Lopez,M,1994-04-22,TX,Charlotte,35628,2014-12-22,High Value
114,Donna,Lopez,M,1963-11-29,TX,Charlotte,85870,2019-08-07,Preferred
115,Donna,Lopez,F,1969-02-27,TX,Charlotte,48440,2018-01-02,
116,Donna,Lopez,M,2007-09-06,TX,Charlotte,18857,2011-05-13,Preferred
117,Donna,Lopez,F,1968-06-27,TX,Charlotte,29766,2019-11-09,New
118,Donna,Lopez,F,1973-04-13,TX,Charlotte,56642,2023-05-27,High Value
119,Donna,Lopez,M,1947-02-19,TX,Charlotte,11490,2014-10-30,Standard
120,Donna,Lopez,M,1951-12-06,TX,Charlotte,27173,2012-06-24,New
121,Donna,Lopez,F,2000-10-18,TX,Charlotte,33487,2024-11-04,Standard
122,Donna,Lopez,F,2016-05-09,TX,Charlotte,0000,2022-02-18,Standard
123,Donna,Lopez,M,1957-10-09,TX,Charlotte,85551,2014-09-16,High Value
124,Donna,Lopez,F,1968-01-20,TX,Charlotte,36701,2016-01-21,Standard
125,Donna,Lopez,F,1990-02-28,TX,Charlotte,10100,2013-04-07,New
126,Donna,Lopez,M,1964-03-21,TX,Charlotte,75584,2014-07-25,New
127,Donna,Lopez,M,1978-07-01,TX,Charlotte,49904,2019-03-22,New
128,Donna,Lopez,M,2008-09-23,TX,Charlotte,30717,2012-02-20,Preferred
129,Donna,Lopez,M,2019-01-27,TX,Charlotte,38705,2011-06-09,High Value
130,Donna,Lopez,M,1985-07-14,TX,Charlotte,60895,2017-05-24,High Value
131,Donna,Lopez,F,2018-06-11,TX,Charlotte,27682,2014-12-23,Standard
132,Donna,Lopez,M,1950-08-07,TX,Charlotte,68914,2015-03-31,New
133,Donna,Lopez,F,1963-11-11,TX,Charlotte,28241,2017-12-07,High Value
134,Donna,Lopez,M,1981-04-08,TX,Charlotte,76861,2015-05-16,New
135,Donna,Lopez,M,1977-10-07,TX,Charlotte,70936,2017-09-15,High Value
136,Donna,Lopez,M,1999-08-19,TX,Charlotte,65105,2018-03-07,New
137,Donna,Lopez,F,1999-07-26,TX,Charlotte,93956,2022-11-28,High Value
138,Donna,Lopez,M,1974-08-12,TX,Charlotte,73098,2014-10-13,
139,Donna,Lopez,M,1967-07-14,TX,Charlotte,44794,2010-05-31,Standard
140,Donna,Lopez,M,2009-06-14,TX,Charlotte,82424,2022-12-24,Standard
141,Donna,Lopez,M,1972-03-12,TX,Charlotte,81321,2014-11-12,Preferred
142,Donna,Lopez,F,1945-01-11,TX,Charlotte,11721,2022-11-05,Preferred
143,Donna,Lopez,F,1959-06-10,TX,Charlotte,94482,2011-10-27,New
144,Donna,Lopez,M,1978-11-18,TX,Charlotte,76395,2024-12-25,Preferred
145,Donna,Lopez,M,1965-04-21,TX,Charlotte,89519,2022-08-07,New
146,Donna,Lopez,F,1969-08-06,TX,Charlotte,29093,2015-11-02,New
147,Donna,Lopez,M,2019-06-21,TX,Charlotte,18249,2016-12-10,High Value
148,Donna,Lopez,F,1968-03-28,nc,Charlotte,12464,2020-12-14,New
149,Donna,Lopez,F,1967-10-01,TX,Charlotte,80204,2024-12-10,Standard
150,Donna,Lopez,M,1995-09-29,TX,Charlotte,16178,2021-08-25,Standard
151,Donna,Lopez,M,1951-01-25,TX,Charlotte,16534,2019-01-03,Standard
152,Donna,Lopez,F,1996-02-07,TX,Charlotte,29403,2011-07-15,Standard
153,Donna,Lopez,M,2005-10-21,TX,Charlotte,54146,2020-01-11,Standard
154,Donna,Lopez,F,2013-02-07,TX,Charlotte,63885,2012-04-21,High Value
155,Donna,Lopez,F,1977-04-20,TX,Charlotte,11846,2019-10-03,Standard
156,Donna,Lopez,F,2005-04-12,TX,Charlotte,27359,2023-03-24,New
157,Donna,Lopez,F,1945-03-16,TX,Charlotte,25278,2023-07-23,Standard
158,Donna,Lopez,M,1981-07-11,TX,Charlotte,98788,2014-08-20,High Value
159,Donna,Lopez,M,1963-11-23,  PA  ,Charlotte,70719,2013-09-17,High Value
160,Donna,Lopez,M,1972-11-20,TX,Charlotte,54577,2022-12-23,High Value
161,Donna,Lopez,F,2002-04-10,TX,Charlotte,79774,2016-10-05,
162,Donna,Lopez,F,1971-11-05,TX,Charlotte,46675,2021-09-09,Preferred
163,Donna,Lopez,M,1993-08-18,TX,Charlotte,10870,2012-10-29,Preferred
164,Donna,Lopez,F,2006-10-30,TX,Charlotte,40628,2021-04-08,Preferred
165,Donna,Lopez,F,1995-07-02,TX,Charlotte,52773,2016-04-21,Preferred
166,Donna,Lopez,F,2007-03-22,TX,Charlotte,85759,2018-12-08,Preferred
167,Donna,Lopez,M,1996-01-10,TX,Charlotte,54912,2022-04-16,Preferred
168,Donna,Lopez,M,1962-07-15,TX,Charlotte,79363,2019-06-08,Preferred
169,Donna,Lopez,M,1963-09-11,TX,Charlotte,45924,2021-11-12,High Value
170,Donna,Lopez,M,2009-03-02,TX,Charlotte,37850,2024-11-24,New
171,Donna,Lopez,F,2010-05-24,TX,Charlotte,26169,2025-01-25,Preferred
172,Donna,Lopez,M,2013-09-26,TX,Charlotte,69591,2019-12-28,Standard
173,Donna,Lopez,F,1994-11-25,TX,Charlotte,94224,2019-04-04,Preferred
174,Donna,Lopez,M,1954-12-27,TX,Charlotte,82373,2012-07-17,Standard
175,Donna,Lopez,F,2006-05-02,TX,Charlotte,77753,2024-05-14,Standard
176,Donna,Lopez,M,1972-10-13,TX,Charlotte,20267,2013-08-28,New
177,Donna,Lopez,M,1990-01-18,TX,Charlotte,68792,2011-12-08,Standard
178,Donna,Lopez,F,1984-02-03,TX,Charlotte,91354,2024-07-06,Standard
179,Donna,Lopez,F,1961-06-05,TX,Charlotte,89562,2017-04-29,New
180,Donna,Lopez,F,2007-10-07,TX,Charlotte,59884,2023-07-13,New
181,Donna,Lopez,M,2012-08-28,TX,Charlotte,88638,2023-06-04,New
182,Donna,Lopez,F,1964-10-15,TX,Charlotte,26492,2025-03-13,New
183,Donna,Lopez,M,2006-11-19,TX,Charlotte,0000,2022-12-12,New
184,Donna,Lopez,F,1975-01-05,TX,Charlotte,62346,2020-06-14,
185,Donna,Lopez,M,1974-12-01,nc,Charlotte,29811,2022-10-15,New
186,Donna,Lopez,F,2012-08-20,TX,Charlotte,67733,2013-03-06,Preferred
187,Donna,Lopez,F,1945-02-25,TX,Charlotte,19339,2022-06-08,High Value
188,Donna,Lopez,F,1961-05-17,TX,Charlotte,18492,2017-03-20,New
189,Donna,Lopez,F,1972-08-01,TX,Charlotte,98492,2013-12-04,New
190,Donna,Lopez,M,2005-03-29,TX,Charlotte,14233,2022-05-04,Standard
191,Donna,Lopez,M,2003-09-24,TX,Charlotte,65287,2016-11-09,High Value
192,Donna,Lopez,M,1947-11-23,TX,Charlotte,84784,2023-08-26,High Value
193,Donna,Lopez,M,1969-10-22,TX,Charlotte,14013,2013-09-12,High Value
194,Donna,Lopez,M,1985-01-23,TX,Charlotte,73254,2023-05-17,New
195,Donna,Lopez,M,1950-11-22,TX,Charlotte,72823,2011-01-20,Standard
196,Donna,Lopez,M,1963-03-19,TX,Charlotte,76199,2022-10-22,New
197,Donna,Lopez,M,1970-03-17,TX,Charlotte,58350,2023-01-19,Standard
198,Donna,Lopez,F,1982-06-12,TX,Charlotte,84804,2013-06-27,Preferred
199,Donna,Lopez,F,1946-10-16,TX,Charlotte,74870,2020-12-22,Standard
200,Donna,Lopez,M,1982-11-18,TX,Charlotte,84607,2023-09-23,Standard
201,Donna,Lopez,F,1980-04-27,TX,Charlotte,92843,2022-09-27,New
202,Donna,Lopez,F,1958-03-17,TX,Charlotte,50889,2015-11-07,High Value
203,Donna,Lopez,F,2019-03-30,TX,Charlotte,75243,2013-12-24,High Value
204,Donna,Lopez,M,1969-07-04,TX,Charlotte,56175,2021-04-24,Preferred
205,Donna,Lopez,M,1946-01-21,TX,Charlotte,19787,2020-03-12,New
206,Donna,Lopez,F,1981-04-07,TX,Charlotte,47687,2020-08-01,Standard
207,Donna,Lopez,M,1956-07-17,TX,Charlotte,59974,2017-02-09,
208,Donna,Lopez,M,2014-03-20,TX,Charlotte,34157,2016-09-27,High Value
209,Donna,Lopez,M,1955-12-13,TX,Charlotte,88244,2023-12-12,Standard
210,Donna,Lopez,F,1957-01-29,TX,Charlotte,50430,2023-03-29,High Value
211,Donna,Lopez,M,1987-05-25,TX,Charlotte,14374,2022-04-20,New
212,Donna,Lopez,M,1973-02-27,  PA  ,Charlotte,49204,2024-05-25,Preferred
213,Donna,Lopez,M,1994-06-24,TX,Charlotte,63804,2014-06-09,High Value
214,Donna,Lopez,M,1950-09-10,TX,Charlotte,84835,2017-09-13,Preferred
215,Donna,Lopez,M,1961-06-14,TX,Charlotte,26616,2023-11-05,New
216,Donna,Lopez,M,2010-08-13,TX,Charlotte,50387,2021-08-07,High Value
217,Donna,Lopez,M,1957-04-22,TX,Charlotte,89089,2019-08-31,Preferred
218,Donna,Lopez,M,1975-04-16,TX,Charlotte,22094,2018-09-16,New
219,Donna,Lopez,M,1994-10-17,TX,Charlotte,85338,2024-07-04,High Value
220,Donna,Lopez,M,1946-04-20,TX,Charlotte,26760,2024-02-05,Preferred
221,Donna,Lopez,M,1986-10-17,TX,Charlotte,31166,2025-01-11,Preferred
222,Donna,Lopez,M,1994-09-15,nc,Charlotte,22365,2018-01-29,Preferred
223,Donna,Lopez,F,1991-11-27,TX,Charlotte,45848,2019-05-16,Standard
224,Donna,Lopez,F,1947-07-09,TX,Charlotte,31503,2014-07-23,New
225,Donna,Lopez,F,1959-02-24,TX,Charlotte,48242,2020-01-02,Standard
226,Donna,Lopez,M,1962-02-03,TX,Charlotte,18325,2015-11-21,New
227,Donna,Lopez,F,1951-04-02,TX,Charlotte,36697,2011-06-18,Preferred
228,Donna,Lopez,F,1954-03-23,TX,Charlotte,82757,2024-06-28,Standard
229,Donna,Lopez,M,2006-02-20,TX,Charlotte,57121,2023-09-04,New
230,Donna,Lopez,F,2001-09-23,TX,Charlotte,51228,2023-12-20,
231,Donna,Lopez,F,1966-03-29,TX,Charlotte,18314,2024-05-06,Preferred
232,Donna,Lopez,M,2013-04-10,TX,Charlotte,39699,2017-09-07,New
233,Donna,Lopez,M,2014-07-23,TX,Charlotte,47285,2012-10-22,High Value
234,Donna,Lopez,F,1989-04-05,TX,Charlotte,73776,2018-07-03,New
235,Donna,Lopez,F,1950-05-29,TX,Charlotte,65201,2019-07-02,Standard
236,Donna,Lopez,M,2010-06-06,TX,Charlotte,62993,2023-10-01,High Value
237,Donna,Lopez,M,2020-02-23,TX,Charlotte,46708,2015-10-01,Standard
238,Donna,Lopez,M,1982-10-18,TX,Charlotte,75727,2015-09-29,New
239,Donna,Lopez,M,1963-09-05,TX,Charlotte,27320,2011-05-12,High Value
240,Donna,Lopez,F,1956-09-06,TX,Charlotte,98627,2012-05-23,Preferred
241,Donna,Lopez,F,1951-11-07,TX,Charlotte,69040,2013-06-16,Standard
242,Donna,Lopez,F,1994-02-15,TX,Charlotte,79756,2024-12-10,High Value
243,Donna,Lopez,F,1996-01-22,TX,Charlotte,35236,2019-04-17,Preferred
244,Donna,Lopez,F,1960-11-17,TX,Charlotte,0000,2015-05-04,Preferred
245,Donna,Lopez,M,2011-01-28,TX,Charlotte,26399,2023-08-12,New
246,Donna,Lopez,M,1968-12-30,TX,Charlotte,93072,2012-06-08,High Value
247,Donna,Lopez,M,1954-12-30,TX,Charlotte,17666,2015-11-24,New
248,Donna,Lopez,F,1998-11-28,TX,Charlotte,50625,2011-02-04,Standard
249,Donna,Lopez,M,1986-05-24,TX,Charlotte,27029,2016-05-17,New
250,Donna,Lopez,F,1949-04-14,TX,Charlotte,66557,2020-08-10,Preferred
251,Donna,Lopez,M,2020-06-25,TX,Charlotte,56647,2014-08-25,Standard
252,Donna,Lopez,M,2012-07-31,TX,Charlotte,47778,2013-02-07,New
253,Donna,Lopez,M,1972-09-24,TX,Charlotte,20098,2018-01-25,
254,Donna,Lopez,M,1975-07-14,TX,Charlotte,57834,2024-09-06,High Value
255,Donna,Lopez,M,1945-07-17,TX,Charlotte,57967,2025-03-11,New
256,Donna,Lopez,F,1977-05-10,TX,Charlotte,46503,2013-05-31,Standard
257,Donna,Lopez,F,1957-11-26,TX,Charlotte,50864,2015-01-01,Standard
258,Donna,Lopez,M,1981-11-12,TX,Charlotte,18460,2021-09-11,New
259,Donna,Lopez,F,2016-05-01,nc,Charlotte,68775,2024-09-02,High Value
260,Donna,Lopez,M,1947-07-01,TX,Charlotte,96999,2018-09-02,High Value
261,Donna,Lopez,F,1989-07-08,TX,Charlotte,45562,2013-01-28,New
262,Donna,Lopez,M,1987-04-26,TX,Charlotte,30771,2017-07-18,New
263,Donna,Lopez,M,1966-05-15,TX,Charlotte,65383,2021-04-20,New
264,Donna,Lopez,M,1954-10-02,TX,Charlotte,53282,2013-06-20,Standard
265,Donna,Lopez,F,2019-11-16,  PA  ,Charlotte,68085,2021-08-10,Standard
266,Donna,Lopez,F,1993-08-08,TX,Charlotte,19493,2014-03-29,New
267,Donna,Lopez,M,1955-09-24,TX,Charlotte,57967,2019-09-28,Preferred
268,Donna,Lopez,F,1970-10-27,TX,Charlotte,33754,2019-02-14,High Value
269,Donna,Lopez,M,1960-07-10,TX,Charlotte,77262,2014-01-28,High Value
270,Donna,Lopez,F,2007-09-17,TX,Charlotte,67711,2012-07-09,Preferred
271,Donna,Lopez,M,2012-05-05,TX,Charlotte,95986,2018-04-04,Preferred
272,Donna,Lopez,M,1962-06-02,TX,Charlotte,89554,2012-02-11,Preferred
273,Donna,Lopez,F,1968-04-23,TX,Charlotte,79147,2020-11-11,Preferred
274,Donna,Lopez,F,1965-12-09,TX,Charlotte,94846,2014-10-07,New
275,Donna,Lopez,M,1994-02-08,TX,Charlotte,33443,2012-06-26,Standard
276,Donna,Lopez,M,1950-10-17,TX,Charlotte,96255,2021-10-02,
277,Donna,Lopez,F,2018-02-08,TX,Charlotte,65857,2010-09-10,New
278,Donna,Lopez,M,2008-01-22,TX,Charlotte,43407,2021-12-25,Preferred
279,Donna,Lopez,F,2017-12-18,TX,Charlotte,13160,2015-09-09,Preferred
280,Donna,Lopez,M,1969-06-27,TX,Charlotte,52981,2022-01-29,Standard
281,Donna,Lopez,M,2001-05-28,TX,Charlotte,79132,2014-03-07,Standard
282,Donna,Lopez,M,2014-12-16,TX,Charlotte,75620,2010-11-03,Preferred
283,Donna,Lopez,M,2013-02-11,TX,Charlotte,81590,2016-10-29,Preferred
284,Donna,Lopez,F,2011-08-25,TX,Charlotte,76174,2013-02-02,Standard
285,Donna,Lopez,M,1988-01-29,TX,Charlotte,37364,2020-06-17,Standard
286,Donna,Lopez,F,2010-05-10,TX,Charlotte,85998,2021-02-28,Standard
287,Donna,Lopez,F,1983-07-10,TX,Charlotte,15291,2016-12-30,Preferred
288,Donna,Lopez,M,1963-05-13,TX,Charlotte,26676,2022-11-27,New
289,Donna,Lopez,M,1964-01-10,TX,Charlotte,21783,2016-11-28,Preferred
290,Donna,Lopez,F,1999-04-06,TX,Charlotte,33055,2016-05-06,Standard
291,Donna,Lopez,F,1967-11-08,TX,Charlotte,26282,2012-04-01,Preferred
292,Donna,Lopez,F,1957-07-06,TX,Charlotte,21875,2014-07-29,Preferred
293,Donna,Lopez,M,1996-01-13,TX,Charlotte,46290,2021-11-16,Preferred
294,Donna,Lopez,M,2005-03-02,TX,Charlotte,67747,2022-06-19,High Value
295,Donna,Lopez,M,1976-10-09,TX,Charlotte,57113,2022-09-17,High Value
296,Donna,Lopez,M,1948-06-12,nc,Charlotte,69515,2016-10-12,High Value
297,Donna,Lopez,M,1951-07-01,TX,Charlotte,33851,2017-03-19,Preferred
298,Donna,Lopez,M,1985-04-24,TX,Charlotte,71905,2021-02-13,High Value
299,Donna,Lopez,F,2007-02-16,TX,Charlotte,12869,2018-09-17,
300,Donna,Lopez,M,1991-06-30,TX,Charlotte,55102,2023-11-16,Preferred
301,Donna,Lopez,F,2020-07-21,TX,Charlotte,97335,2013-12-05,Preferred
302,Donna,Lopez,M,2004-10-17,TX,Charlotte,73535,2021-11-27,Preferred
303,Donna,Lopez,F,1971-02-24,TX,Charlotte,28405,2021-12-29,High Value
304,Donna,Lopez,F,1950-11-06,TX,Charlotte,29528,2021-10-20,Standard
305,Donna,Lopez,M,1969-03-02,TX,Charlotte,0000,2023-07-16,Standard
306,Donna,Lopez,F,1972-09-05,TX,Charlotte,68034,2015-05-22,Preferred
307,Donna,Lopez,M,1996-03-04,TX,Charlotte,42338,2017-09-27,High Value
308,Donna,Lopez,F,1960-06-13,TX,Charlotte,32513,2021-06-05,Standard
309,Donna,Lopez,F,1955-09-03,TX,Charlotte,54451,2010-11-03,Preferred
310,Donna,Lopez,F,1945-02-02,TX,Charlotte,54271,2022-03-21,Standard
311,Donna,Lopez,M,1979-04-14,TX,Charlotte,98246,2019-05-06,Standard
312,Donna,Lopez,M,1959-06-10,TX,Charlotte,55887,2022-06-27,Standard
313,Donna,Lopez,M,1969-07-17,TX,Charlotte,86996,2017-09-25,High Value
314,Donna,Lopez,F,2010-01-11,TX,Charlotte,42324,2012-12-25,New
315,Donna,Lopez,F,1973-07-17,TX,Charlotte,63923,2022-01-05,High Value
316,Donna,Lopez,F,1996-09-27,TX,Charlotte,74539,2015-12-31,Preferred
317,Donna,Lopez,F,2017-01-24,TX,Charlotte,71874,2019-01-25,Preferred
318,Donna,Lopez,F,1998-07-05,  PA  ,Charlotte,11904,2024-10-09,Preferred
319,Donna,Lopez,M,1968-07-07,TX,Charlotte,91612,2011-09-18,New
320,Donna,Lopez,F,1962-08-27,TX,Charlotte,46693,2022-04-06,Standard
321,Donna,Lopez,M,1951-02-12,TX,Charlotte,11011,2017-05-17,New
322,Donna,Lopez,M,2014-08-10,TX,Charlotte,11749,2014-05-19,
323,Donna,Lopez,M,1948-07-14,TX,Charlotte,27993,2017-02-28,Standard
324,Donna,Lopez,F,1954-07-07,TX,Charlotte,50837,2019-05-25,New
325,Donna,Lopez,M,2001-07-30,TX,Charlotte,87363,2018-05-03,New
326,Donna,Lopez,F,1958-04-08,TX,Charlotte,56351,2017-05-04,High Value
